time_ns,winc,rinc,wFull,rEmpty,wHalfFull,rHalfEmpty,wData,rData
0,0,0,0,1,0,1,0,x
120,1,0,0,1,0,1,2,x
132,0,0,0,1,0,1,176,x
144,1,0,0,1,0,1,210,x
156,1,0,0,1,0,1,186,x
168,0,0,0,1,0,1,50,x
170,0,0,0,0,0,1,50,x
180,1,0,0,0,0,1,11,x
192,1,0,0,0,0,1,186,x
204,1,0,0,0,0,1,79,x
216,1,0,0,0,0,1,240,x
220,1,1,0,0,0,1,240,x
228,0,1,0,0,0,1,35,x
230,0,1,0,0,0,1,35,2
240,0,0,0,0,0,1,194,2
252,0,0,0,0,0,1,80,2
264,0,0,0,0,0,1,196,2
276,0,0,0,0,0,1,99,2
288,1,0,0,0,0,1,204,2
300,0,0,0,0,0,1,174,2
312,1,0,0,0,0,1,129,2
320,1,1,0,0,0,1,129,2
324,1,1,0,0,0,1,61,2
330,1,1,0,0,0,1,61,210
336,1,1,0,0,0,1,59,210
340,1,0,0,0,0,1,59,210
348,1,0,0,0,0,1,164,210
360,0,0,0,0,0,1,32,210
372,0,0,0,0,0,1,139,210
380,0,1,0,0,0,1,139,210
384,1,1,0,0,0,1,121,210
390,1,1,0,0,0,1,121,186
396,0,1,0,0,0,1,78,186
408,0,1,0,0,0,1,156,186
410,0,1,0,0,0,1,156,11
420,1,1,0,0,0,1,134,11
430,1,1,0,0,0,1,134,186
432,0,1,0,0,0,1,96,186
444,1,1,0,0,0,1,200,186
450,1,1,0,0,0,1,200,79
456,1,1,0,0,0,1,87,79
468,1,1,0,0,0,1,176,79
470,1,1,0,0,0,1,176,240
480,0,1,0,0,0,1,1,240
490,0,1,0,0,0,1,1,204
492,0,1,0,0,0,1,229,204
500,0,0,0,0,0,1,229,204
504,1,0,0,0,0,1,200,204
516,1,0,0,0,0,1,114,204
528,1,0,0,0,0,1,52,204
540,1,0,0,0,0,1,203,204
552,1,0,0,0,0,1,171,204
560,1,1,0,0,0,1,171,204
564,0,1,0,0,0,1,224,204
570,0,1,0,0,0,1,224,129
576,1,1,0,0,0,1,83,129
580,1,0,0,0,0,1,83,129
588,1,0,0,0,0,1,148,129
600,0,1,0,0,0,1,27,129
610,0,1,0,0,0,1,27,61
612,0,1,0,0,0,1,153,61
620,0,0,0,0,0,1,153,61
624,0,0,0,0,0,1,179,61
636,1,0,0,0,0,1,59,61
640,1,1,0,0,0,1,59,61
648,0,1,0,0,0,1,114,61
650,0,1,0,0,0,1,114,59
660,1,0,0,0,0,1,53,59
672,1,0,0,0,0,1,229,59
684,1,0,0,0,0,1,73,59
696,1,0,0,0,0,1,60,59
700,1,1,0,0,0,1,60,59
708,1,1,0,0,0,1,156,59
710,1,1,0,0,0,1,156,164
720,1,1,0,0,0,1,255,164
730,1,1,0,0,0,1,255,121
732,1,1,0,0,0,1,219,121
744,0,1,0,0,0,1,38,121
750,0,1,0,0,0,1,38,134
756,0,1,0,0,0,1,255,134
768,0,1,0,0,0,1,189,134
770,0,1,0,0,0,1,189,200
780,0,0,0,0,0,1,50,200
792,1,0,0,0,0,1,64,200
804,1,0,0,0,0,1,94,200
816,1,0,0,0,0,1,2,200
820,1,1,0,0,0,1,2,200
828,0,1,0,0,0,1,192,200
830,0,1,0,0,0,1,192,87
840,0,0,0,0,0,1,134,87
852,1,0,0,0,0,1,196,87
864,0,0,0,0,0,1,44,87
876,1,0,0,0,0,1,7,87
880,1,1,0,0,0,1,7,87
888,0,1,0,0,0,1,155,87
890,0,1,0,0,0,1,155,176
900,0,1,0,0,0,1,238,176
910,0,1,0,0,0,1,238,200
912,1,1,0,0,0,1,218,200
924,0,1,0,0,0,1,158,200
930,0,1,0,0,0,1,158,114
936,1,1,0,0,0,1,246,114
948,0,1,0,0,0,1,119,114
950,0,1,0,0,0,1,119,52
960,0,0,0,0,0,1,240,52
972,1,0,0,0,0,1,165,52
980,1,1,0,0,0,1,165,52
984,1,1,0,0,0,1,202,52
990,1,1,0,0,0,1,202,203
996,0,1,0,0,0,1,15,203
1008,0,1,0,0,0,1,80,203
1010,0,1,0,0,0,1,80,171
1020,0,1,0,0,0,1,67,171
1030,0,1,0,0,0,1,67,83
1032,0,1,0,0,0,1,245,83
1040,0,0,0,0,0,1,245,83
1044,0,0,0,0,0,1,32,83
1056,1,0,0,0,0,1,241,83
1060,1,1,0,0,0,1,241,83
1068,0,1,0,0,0,1,90,83
1070,0,1,0,0,0,1,90,148
1080,0,1,0,0,0,1,78,148
1090,0,1,0,0,0,1,78,59
1092,1,1,0,0,0,1,205,59
1100,1,0,0,0,0,1,205,59
1104,0,0,0,0,0,1,80,59
1116,0,0,0,0,0,1,86,59
1120,0,1,0,0,0,1,86,59
1128,0,1,0,0,0,1,180,59
1130,0,1,0,0,0,1,180,53
1140,1,0,0,0,0,1,151,53
1152,1,0,0,0,0,1,234,53
1160,1,1,0,0,0,1,234,53
1164,1,1,0,0,0,1,42,53
1170,1,1,0,0,0,1,42,229
1176,1,1,0,0,0,1,199,229
1180,1,0,0,0,0,1,199,229
1188,0,0,0,0,0,1,8,229
1200,0,1,0,0,0,1,226,229
1210,0,1,0,0,0,1,226,73
1212,1,1,0,0,0,1,31,73
1224,0,1,0,0,0,1,241,73
1230,0,1,0,0,0,1,241,60
1236,0,1,0,0,0,1,226,60
1240,0,0,0,0,0,1,226,60
1248,0,0,0,0,0,1,214,60
1260,0,0,0,0,0,1,121,60
1272,0,0,0,0,0,1,86,60
1284,1,0,0,0,0,1,5,60
1296,0,0,0,0,0,1,213,60
1300,0,1,0,0,0,1,213,60
1308,1,1,0,0,0,1,118,60
1310,1,1,0,0,0,1,118,156
1320,1,0,0,0,0,1,8,156
1332,1,0,0,0,0,1,213,156
1344,1,0,0,0,0,1,26,156
1356,0,0,0,0,0,1,249,156
1368,1,0,0,0,0,1,106,156
1380,1,1,0,0,0,1,198,156
1390,1,1,0,0,0,1,198,255
1392,1,1,0,0,0,1,126,255
1404,0,1,0,0,0,1,58,255
1410,0,1,0,0,0,1,58,219
1416,0,1,0,0,0,1,104,219
1420,0,0,0,0,0,1,104,219
1428,0,0,0,0,0,1,151,219
1440,0,0,0,0,0,1,194,219
1452,0,0,0,0,0,1,131,219
1460,0,1,0,0,0,1,131,219
1464,0,1,0,0,0,1,167,219
1470,0,1,0,0,0,1,167,64
1476,0,1,0,0,0,1,158,64
1488,1,1,0,0,0,1,37,64
1490,1,1,0,0,0,1,37,94
1500,1,0,0,0,0,1,88,94
1512,0,0,0,0,0,1,237,94
1524,1,0,0,0,0,1,211,94
1536,0,0,0,0,0,1,17,94
1548,1,0,0,0,0,1,68,94
1560,0,0,0,0,0,1,209,94
1572,1,0,0,0,0,1,21,94
1584,0,0,0,0,0,1,123,94
1596,1,0,0,0,0,1,2,94
1600,1,1,0,0,0,1,2,94
1608,0,1,0,0,0,1,206,94
1610,0,1,0,0,0,1,206,2
1620,0,0,0,0,0,1,243,2
1632,0,0,0,0,0,1,20,2
1644,0,0,0,0,0,1,178,2
1656,0,0,0,0,0,1,172,2
1668,1,0,0,0,0,1,250,2
1680,1,0,0,0,0,1,192,2
1692,1,0,0,0,0,1,1,2
1700,1,1,0,0,0,1,1,2
1704,1,1,0,0,0,1,135,2
1710,1,1,0,0,0,1,135,196
1716,0,1,0,0,0,1,179,196
1720,0,0,0,0,0,1,179,196
1728,1,0,0,0,0,1,215,196
1734,1,0,0,0,1,1,215,196
1740,0,1,0,0,1,1,2,196
1746,0,1,0,0,0,1,2,196
1750,0,1,0,0,0,1,2,7
1752,0,1,0,0,0,1,29,7
1760,0,0,0,0,0,1,29,7
1764,0,0,0,0,0,1,144,7
1776,0,0,0,0,0,1,123,7
1780,0,1,0,0,0,1,123,7
1788,1,1,0,0,0,1,139,7
1790,1,1,0,0,0,1,139,218
1800,1,1,0,0,0,1,252,218
1806,1,1,0,0,1,1,252,218
1810,1,1,0,0,1,1,252,246
1812,1,1,0,0,1,1,5,246
1820,1,0,0,0,1,1,5,246
1824,1,0,0,0,1,1,208,246
1836,0,0,0,0,1,1,0,246
1840,0,1,0,0,1,1,0,246
1848,1,1,0,0,1,1,216,246
1850,1,1,0,0,1,1,216,165
1860,0,1,0,0,1,1,254,165
1870,0,1,0,0,1,1,254,202
1872,0,1,0,0,1,1,98,202
1884,0,1,0,0,1,1,217,202
1890,0,1,0,0,1,1,217,241
1896,1,1,0,0,1,1,237,241
1900,1,0,0,0,1,1,237,241
1908,0,0,0,0,1,1,198,241
1920,0,0,0,0,1,1,163,241
1926,0,0,0,0,0,1,163,241
1932,0,0,0,0,0,1,93,241
1944,0,0,0,0,0,1,33,241
1956,0,0,0,0,0,1,18,241
1968,0,0,0,0,0,1,216,241
1980,1,0,0,0,0,1,60,241
1986,1,0,0,0,1,1,60,241
1992,0,0,0,0,1,1,70,241
2000,0,1,0,0,1,1,70,241
2004,0,1,0,0,1,1,129,241
2010,0,1,0,0,1,1,129,205
2016,0,1,0,0,1,1,191,205
2020,0,0,0,0,1,1,191,205
2028,0,0,0,0,1,1,163,205
2040,1,1,0,0,1,1,160,205
2050,1,1,0,0,1,1,160,151
2052,0,1,0,0,1,1,29,151
2060,0,0,0,0,1,1,29,151
2064,0,0,0,0,1,1,69,151
2076,1,0,0,0,1,1,83,151
2088,0,0,0,0,1,1,51,151
2100,1,1,0,0,1,1,173,151
2110,1,1,0,0,1,1,173,234
2112,1,1,0,0,1,1,195,234
2124,0,1,0,0,1,1,222,234
2130,0,1,0,0,1,1,222,42
2136,0,1,0,0,1,1,238,42
2148,0,1,0,0,1,1,55,42
2150,0,1,0,0,1,1,55,199
2160,0,1,0,0,1,1,11,199
2170,0,1,0,0,1,1,11,31
2172,0,1,0,0,1,1,198,31
2178,0,1,0,0,0,1,198,31
2180,0,0,0,0,0,1,198,31
2184,0,0,0,0,0,1,155,31
2196,1,0,0,0,0,1,73,31
2200,1,1,0,0,0,1,73,31
2208,0,1,0,0,0,1,74,31
2210,0,1,0,0,0,1,74,5
2220,0,1,0,0,0,1,191,5
2230,0,1,0,0,0,1,191,118
2232,0,1,0,0,0,1,184,118
2244,1,1,0,0,0,1,218,118
2250,1,1,0,0,0,1,218,8
2256,0,1,0,0,0,1,98,8
2268,0,1,0,0,0,1,242,8
2270,0,1,0,0,0,1,242,213
